timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-30T12:37:56,drug_discovery_benchmark,05db94c2-2bab-4600-9a0a-99927c4a64c4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.6762665000278503,9.173816093473178e-06,5.472767064974907e-06,10.500551124,37.61493238206069,20.0,3.4126155286069293e-06,1.747751398184505e-05,6.467120555074265e-06,2.7357250065526245e-05,0.0,Bulgaria,BGR,sofia-capital,,,Windows-10-10.0.19045-SP0,3.10.20,3.2.6,24,AMD Ryzen 9 5900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 3080,23.3223,42.6826,31.944576263427734,machine,0,0,0,0,N,1.0,0.0
