Drug,Y,chembl_id
CC(C)(C)OC(=O)n1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21,391.0,CHEMBL1242853
CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,964.0,CHEMBL1241490
Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1,575.0,CHEMBL1241491
CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,8300.0,CHEMBL1241492
CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,937.0,CHEMBL1241586
CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,5000.0,CHEMBL1241587
CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21,15000.0,CHEMBL1241588
CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,100000.0,CHEMBL1241684
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,50000.0,CHEMBL1336
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,491.0,CHEMBL288441
O=C(O)c1ccc(C(=O)/C(=C\c2ccc(F)c([N+](=O)[O-])c2)SCc2ccc(Br)cc2)cc1,20000.0,CHEMBL1242482
CN(c1cccc(Br)c1)c1nc(N)nc2[nH]c(Cc3ccccc3)cc12,53100.0,CHEMBL1254199
Cn1c(Cc2ccccc2)cc2c(Nc3cccc(Br)c3)nc(N)nc21,200000.0,CHEMBL1254285
CN(c1cccc(Br)c1)c1nc(N)nc2c1cc(Cc1ccccc1)n2C,253600.0,CHEMBL1254286
Cc1ccccc1Cc1cc2c(N(C)c3cccc(Br)c3)nc(N)nc2[nH]1,31200.0,CHEMBL1254363
Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)nc(N)nc2n1C,12800.0,CHEMBL1254364
Cc1ccccc1Cc1cc2c(N(C)c3cccc(Br)c3)nc(N)nc2n1C,1200.0,CHEMBL1254443
COc1ccc(OC)c(Cc2cc3c(N(C)c4cccc(Br)c4)nc(N)nc3[nH]2)c1,143500.0,CHEMBL1254444
COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3n2C)c1,200000.0,CHEMBL1254522
COc1ccc(OC)c(Cc2cc3c(N(C)c4cccc(Br)c4)nc(N)nc3n2C)c1,500.0,CHEMBL1254523
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21,10000.0,CHEMBL1254007
Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2,10000.0,CHEMBL1258821
N#Cc1ccc2c(c1)C(c1ccccc1F)=Nc1c[nH]nc1N2,10900.0,CHEMBL1257795
Nc1ccc2c(c1)C(c1ccccc1Cl)=Nc1c[nH]nc1N2,989.0,CHEMBL1257911
CC(=O)Nc1ccc2c(c1)C(c1ccccc1Cl)=Nc1c[nH]nc1N2,726.0,CHEMBL1257912
O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,10000.0,CHEMBL1258913
CN1CCN([C@H]2C[C@@H](c3nc(-c4ccc5ccc(-c6ccccc6)nc5c4)c4c(N)nccn43)C2)CC1,30000.0,CHEMBL249295
CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)cc4)c4c(N)ncnc43)CC2)CC1,2300.0,CHEMBL1257998
CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5nc6cccc(Cl)c6o5)c(F)c4)c4c(N)ncnc43)CC2)CC1,2880.0,CHEMBL1256432
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@@H](C)O[C@@H](C)C3)ns2)n1,10.0,CHEMBL1270399
OC[C@@H](Nc1ncnc2sc3c(c12)CCCC3)c1ccccc1,720.0,CHEMBL1271950
C[C@@H](Nc1ncnc2sc3c(c12)CCCC3)c1ccccc1,3240.0,CHEMBL1272004
OCCNc1ncnc2sc3c(c12)CCCC3,20000.0,CHEMBL1269735
OC[C@H](Nc1ncnc2sc3c(c12)CCCC3)c1ccccc1,20000.0,CHEMBL1272005
OC[C@@H](Nc1ncnc2sc3c(c12)CCC3)c1ccccc1,1090.0,CHEMBL1272006
OC[C@@H](Nc1ncnc2sc3c(c12)CCNC3)c1ccccc1,20000.0,CHEMBL1272060
C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,8.0,CHEMBL1272061
CC#CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,1270.0,CHEMBL1272113
C=CS(=O)(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,91.0,CHEMBL1272167
C=CC(=O)N1CCc2c(sc3ncnc(N[C@@H](CO)c4ccccc4)c23)C1,3057.0,CHEMBL1272168
C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](C)c4ccccc4)c23)C1,20.0,CHEMBL1272222
C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](CC)c4ccccc4)c23)C1,46.0,CHEMBL1272223
O=C(/C=C/c1ccccc1)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,3503.0,CHEMBL1272275
CN(C)C/C=C/C(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,70.0,CHEMBL1272276
CCN(CC)C/C=C/C(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,9.0,CHEMBL1272324
O=C(/C=C/CN1CCOCC1)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,21.0,CHEMBL1272325
CN1CCN(C/C=C/C(=O)N2CCc3c(sc4ncnc(N[C@H](CO)c5ccccc5)c34)C2)CC1,89.0,CHEMBL1271507
C[C@@H](Nc1ncnc2sc3c(c12)CCN(C(=O)/C=C/CN(C)C)C3)c1ccccc1,12.0,CHEMBL1271561
CC[C@@H](Nc1ncnc2sc3c(c12)CCN(C(=O)/C=C/CN(C)C)C3)c1ccccc1,12.0,CHEMBL1271562
CN(C)C/C=C/C(=O)N1CCc2c(sc3ncnc(N[C@H](CO)Cc4ccccc4)c23)C1,149.0,CHEMBL1271618
CN(C)C/C=C/C(=O)N1CCc2c(sc3ncnc(NCCO)c23)C1,4884.0,CHEMBL1271619
CCC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,20000.0,CHEMBL1272112
CN(C)C/C=C/C(=O)N1CCc2c(sc3ncnc(N[C@@H](CO)c4ccccc4)c23)C1,20000.0,CHEMBL1271508
CN1C[C@@H]2C[C@H]1CN2c1cc(F)c(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1,173.0,CHEMBL1276179
O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)NO,32.0,CHEMBL1630107
O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1)NO,4.8,CHEMBL1630108
O=C(/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1)NO,18.0,CHEMBL1630109
O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1)NO,18.0,CHEMBL1630110
Nc1ccccc1NC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,2.9,CHEMBL1630111
Nc1ccccc1NC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,2.8,CHEMBL1630112
Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,26.0,CHEMBL1630113
Nc1ccccc1NC(=O)/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,49.0,CHEMBL1630114
Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,29.0,CHEMBL1630115
Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,15.0,CHEMBL1630116
O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,3.9,CHEMBL1630117
O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,2.2,CHEMBL1630118
Cc1ccc(-c2cn(C3CCCCC3=O)nn2)cc1,100000.0,CHEMBL1642294
CCC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,20800.0,CHEMBL1641991
CN(C)C/C=C/C(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,150.0,CHEMBL1641990
CN(C)CCCC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,4100.0,CHEMBL1641989
N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)CCc3cc4ccccc4[nH]3)ccc12,28000.0,CHEMBL1641998
N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)c3ccoc3)ccc12,45200.0,CHEMBL1641997
N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)c3ccco3)ccc12,55600.0,CHEMBL1641996
N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)[C@@H]3CCC(=O)N3)ccc12,2200.0,CHEMBL1641995
CCOC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,12800.0,CHEMBL1641994
N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)CCN3CCOCC3)ccc12,6900.0,CHEMBL1641993
CN1CCN(CCC(=O)Nc2ccc3c(C#N)cnc(Nc4cccc(Br)c4)c3c2)CC1,1300.0,CHEMBL1641992
NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1,6.0,CHEMBL1645474
NC1CCN(Cc2ccn3ncnc(Nc4cccc(Cl)c4)c23)CC1,9.0,CHEMBL1645473
C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,10.0,CHEMBL1645466
NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,10.0,CHEMBL1645476
Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,20.0,CHEMBL1645470
NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1,32.0,CHEMBL1645472
NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1,40.0,CHEMBL1645467
Cc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1,50.0,CHEMBL1645471
NC1CCN(Cc2ccn3ncnc(Nc4cc(Cl)cc(Cl)c4)c23)CC1,130.0,CHEMBL1645475
COc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1Cl,210.0,CHEMBL1645477
Cc1ccccc1Nc1ncnn2ccc(CN3CCC(N)CC3)c12,660.0,CHEMBL1645469
C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,670.0,CHEMBL1645465
Cn1ncc2cc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)ccc21,950.0,CHEMBL1645464
Cn1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,1000.0,CHEMBL1645463
CC(C)Nc1ncnn2ccc(CN3CCC(N)CC3)c12,1000.0,CHEMBL1645468
CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO.Cl,100.0,CHEMBL1650533
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1.Cl,100.0,CHEMBL1650545
Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,100.0,CHEMBL1650551
Cc1cc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncn1,1100.0,CHEMBL1683949
Fc1cccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2Cl)c1,1200.0,CHEMBL1683950
Fc1cccc(COc2ccc(Nc3cc(-c4cccnc4)ncn3)cc2Cl)c1,47000.0,CHEMBL1683951
Fc1cccc(COc2ccc(Nc3cc(-c4ccsc4)ncn3)cc2Cl)c1,22000.0,CHEMBL1683952
Fc1cccc(COc2ccc(Nc3cc(N4CCCC4)ncn3)cc2Cl)c1,100000.0,CHEMBL1683953
Fc1cccc(COc2ccc(Nc3cc(Oc4ccccc4)ncn3)cc2Cl)c1,10000.0,CHEMBL1683954
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C,17.0,CHEMBL1683955
CCc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C,640.0,CHEMBL1683956
Cc1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncnc1-c1ccccc1,20000.0,CHEMBL1683957
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OCCN1CCOCC1,68.0,CHEMBL1683958
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OCCCN1CCOCC1,65.0,CHEMBL1683959
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1-c1cccc(CN2CCOCC2)c1,590.0,CHEMBL1683960
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCOCC1,34.0,CHEMBL1683961
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCOCC2)cc1,240.0,CHEMBL1683962
C/C(=C\c1c(C)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1)C(=O)NCCN1CCOCC1,28.0,CHEMBL1683963
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CN2CCOCC2)cc1,120.0,CHEMBL1683964
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCN1CCOCC1,18.0,CHEMBL1683965
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/C(=O)NCCN1CCOCC1,114.0,CHEMBL1683966
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCN1CCCC1,3.0,CHEMBL1683967
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCS(C)(=O)=O,19.0,CHEMBL1683968
CCN1CCN(C(=O)/C(F)=C/c2c(C)ncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)CC1,156.0,CHEMBL1683969
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCN1CCOCC1,13.0,CHEMBL1683970
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCN1CCOCC1,4130.0,CHEMBL1683971
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#C/C=N/OCCN1CCOCC1,38.0,CHEMBL1683972
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCCC1,11.0,CHEMBL1683973
CCN1CCN(CCCC#Cc2c(C)ncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)CC1,9.0,CHEMBL1683974
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCNCc1ccccc1,270.0,CHEMBL1683975
COc1ccc(Cn2ncc(NC(=O)c3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)c2N)cc1,101.4,CHEMBL1684800
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,10500.0,CHEMBL1448
CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,4900.0,CHEMBL1688860
CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,190.0,CHEMBL1688861
COc1cc2ncnc(Oc3cccc(Br)c3)c2cc1OC,7600.0,CHEMBL98798
COc1cc2ncnc(N(C)c3ccc(F)c(Cl)c3)c2cc1OC,10000.0,CHEMBL1278056
COc1cc2ncnc(Oc3ccc(F)c(Cl)c3)c2cc1OC,10000.0,CHEMBL1278148
COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,5700.0,CHEMBL1277620
COc1cc2ncnc(N(C)c3ccc(Br)cc3F)c2cc1OC,10000.0,CHEMBL1278057
COc1cc2ncnc(Oc3ccc(Br)c(F)c3)c2cc1OC,5900.0,CHEMBL1278149
COc1cc2ncnc(Nc3ccc(NC(C)=O)cc3)c2cc1OC,10000.0,CHEMBL1761927
COc1cc2ncnc(Oc3ccc(NC(C)=O)cc3)c2cc1OC,10000.0,CHEMBL1761928
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,6900.0,CHEMBL1761929
COC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,10000.0,CHEMBL1761930
CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,10000.0,CHEMBL1761931
CCOC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,10000.0,CHEMBL1761932
COc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,10000.0,CHEMBL1761933
COc1cc2ncnc(N(C)c3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,10000.0,CHEMBL1278235
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,10000.0,CHEMBL1277162
COc1ccc(NC(=O)Nc2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)cc1,10000.0,CHEMBL1761934
COc1ccc(NC(=O)Nc2ccc(N(C)c3ncnc4cc(OC)c(OC)cc34)cc2)cc1,10000.0,CHEMBL1761935
COc1ccc(NC(=O)Nc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)cc1,10000.0,CHEMBL179603
COc1cc2ncnc(N(C)c3cccc(NC(=O)Nc4ccccc4)c3)c2cc1OC,10000.0,CHEMBL1276892
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccccc4)c3)c2cc1OC,10000.0,CHEMBL1277253
COc1ccc(NC(=O)Nc2cccc(N(C)c3ncnc4cc(OC)c(OC)cc34)c2)cc1,10000.0,CHEMBL1276893
COc1ccc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)cc1,10000.0,CHEMBL1277254
CCCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,10000.0,CHEMBL1761936
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Br)cc4)cc3)c2cc1OC,10000.0,CHEMBL1761937
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)cc3)c2cc1OC,10000.0,CHEMBL1761938
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)cc3)c2cc1OC,10000.0,CHEMBL1761939
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3)c2cc1OC,10000.0,CHEMBL1761940
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(C)cc4)cc3)c2cc1OC,10000.0,CHEMBL1761941
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc5ccccc5c4)cc3)c2cc1OC,10000.0,CHEMBL1761942
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3)c2cc1OC,10000.0,CHEMBL1761943
COc1cc2ncnc(Oc3ccc(NC(=O)NC4CCCCC4)cc3)c2cc1OC,10000.0,CHEMBL205089
COc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)cc3)c2cc1OC,10000.0,CHEMBL1761944
COc1cc2ncnc(N(C)c3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)cc3)c2cc1OC,10000.0,CHEMBL1761945
CC(=O)NC[C@H]1CC[C@H](c2nc(-c3cc4ccccc4[nH]3)c3c(N)nccn32)CC1,3580.0,CHEMBL1762110
CN(C)C(=O)N1CCC(c2nc(-c3cc4ccccc4[nH]3)c3c(N)nccn23)CC1,10000.0,CHEMBL1762114
COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC,853.0,CHEMBL1760035
c1ccc2ncc(Nc3ccnc(Nc4ccc(OCCCN5CCCCC5)cc4)n3)cc2c1,2290.0,CHEMBL1760057
CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,10000.0,CHEMBL1765740
CC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,10000.0,CHEMBL1766529
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1,10000.0,CHEMBL1774056
CC1(C)c2cc(C3CCN(C4COC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,50000.0,CHEMBL1779202
CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,736.0,CHEMBL1784637
Brc1cccc(Nc2ncnc3cc4c(ccn4CCCN4CCOCC4)cc23)c1,77.62,CHEMBL1797418
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCC,416.87,CHEMBL109212
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCC,977.24,CHEMBL324045
COc1cc2ncc(C#N)c(Nc3cccc(Cl)c3)c2cc1OC,181.97,CHEMBL109428
COc1cc2ncc(C#N)c(Nc3cccc(C(F)(F)F)c3)c2cc1OC,1445.44,CHEMBL109503
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1OC,50118.72,CHEMBL83228
COc1cc2ncc(C#N)c(Nc3cccc(F)c3)c2cc1OC,741.31,CHEMBL320479
COc1cc2ncc(C#N)c(Nc3cccc(C#N)c3)c2cc1OC,14125.38,CHEMBL111033
COc1cc2ncc(C#N)c(Nc3ccc(F)cc3)c2cc1OC,47863.01,CHEMBL432396
COc1cc2ncc(C#N)c(Nc3cccc(C(C)=O)c3)c2cc1OC,7413.1,CHEMBL325760
COc1cc2ncc(C#N)c(Nc3cccc(N)c3)c2cc1OC,812.83,CHEMBL110036
COc1cc2ncc(C#N)c(Nc3cccc(N(C)C)c3)c2cc1OC,851.14,CHEMBL110035
COc1cc2ncc(C#N)c(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,870.96,CHEMBL111520
COc1cc2ncc(C#N)c(Nc3ccc(Cl)cc3F)c2cc1OC,13803.84,CHEMBL111664
COc1cc2ncc(C#N)c(Nc3cccc(O)c3)c2cc1OC,6309.57,CHEMBL110577
COc1cc2ncc(C#N)c(Nc3ccc(C)cc3)c2cc1OC,2754.23,CHEMBL109476
COc1cc2ncc(C#N)c(Nc3cccc(C(N)=O)c3)c2cc1OC,7762.47,CHEMBL323970
COc1cc2ncc(C#N)c(Nc3ccc(C)c(Br)c3)c2cc1OC,1778.28,CHEMBL111307
COc1cc2ncc(C#N)c(Nc3ccc(O)c(Cl)c3)c2cc1OC,9120.11,CHEMBL110945
COc1cc2ncc(C#N)c(Nc3cc(Cl)c(O)c(Cl)c3)c2cc1OC,3162.28,CHEMBL419185
COc1cc2ncc(C#N)c(Nc3cc(Cl)ccc3O)c2cc1OC,16982.44,CHEMBL326445
COc1cc2ncc(C#N)c(Nc3cccc(SC)c3)c2cc1OC,758.58,CHEMBL114496
COc1cc2ncc(C#N)c(Nc3ccc(C)c(Cl)c3)c2cc1OC,1479.11,CHEMBL109355
COc1cc2ncc(C#N)c(Nc3ccc(C(C)C)cc3)c2cc1OC,229.09,CHEMBL323424
COc1cc2ncc(C#N)c(Nc3ccccc3C(C)C)c2cc1OC,363.08,CHEMBL112096
COc1cc2ncc(C#N)c(Nc3cccc(C(C)C)c3)c2cc1OC,61659.5,CHEMBL109625
COc1cc2ncc(C#N)c(Nc3ccc(Br)cc3)c2cc1OC,6606.93,CHEMBL323900
COc1cc2ncc(C#N)c(Nc3ccccc3Br)c2cc1OC,4168.69,CHEMBL109575
COc1cc2ncc(C#N)c(Nc3ccc(F)c(C(F)(F)F)c3)c2cc1OC,158.49,CHEMBL111688
COc1cc2ncc(C#N)c(Nc3cccc(Br)c3C)c2cc1OC,831.76,CHEMBL112225
COc1cc2ncc(C#N)c(Nc3ccc(Br)c(C)c3)c2cc1OC,616.6,CHEMBL110055
COc1cc2ncc(C#N)c(Nc3cccc(N=[N+]=[N-])c3)c2cc1OC,2187.76,CHEMBL113535
COc1cc2ncc(C#N)c(Nc3cccc(NC(C)=O)c3)c2cc1OC,69183.1,CHEMBL324399
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,21379.62,CHEMBL111443
CCOc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,33113.11,CHEMBL110065
COc1cc2ncc(C=O)c(Nc3cccc(Br)c3)c2cc1OC,3388.44,CHEMBL109332
COc1cc2ncc(C(=O)O)c(Nc3cccc(Br)c3)c2cc1OC,33884.42,CHEMBL541988
COc1cc2ncc(C(N)=O)c(Nc3cccc(Br)c3)c2cc1OC,15135.61,CHEMBL114446
N#Cc1cnc2cc(O)c(O)cc2c1Nc1cccc(Br)c1,346.74,CHEMBL111586
COCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCOC,6760.83,CHEMBL111222
COCCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCCOC,1096.48,CHEMBL109515
N#Cc1cnc2cc3c(cc2c1Nc1cccc(Br)c1)OCO3,6760.83,CHEMBL110062
N#Cc1cnc2cc3c(cc2c1Nc1cccc(Br)c1)OCCCO3,5128.61,CHEMBL325981
COc1cc2c(C#N)cnc(Nc3cccc(Br)c3)c2cc1OC,70794.58,CHEMBL324439
COc1cc2c(C#N)cnc(Nc3cccc(Cl)c3)c2cc1OC,89125.09,CHEMBL109259
COCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,331.13,CHEMBL441279
N#Cc1cnc2ccc(NC(=O)C#CCN(C3CC3)C3CC3)cc2c1Nc1cccc(Br)c1,251.19,CHEMBL1797541
Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O,10000.0,CHEMBL1738710
CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1,5048.0,CHEMBL1270795
