Drug,Y,chembl_id
Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,220.0,CHEMBL122068
Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,26.0,CHEMBL333231
COc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,96.0,CHEMBL332971
N#CC(C#N)=Cc1cccnc1,225000.0,CHEMBL56281
COc1ccc(C=C(C#N)C#N)cc1F,800000.0,CHEMBL57170
N#CC(C#N)=C1C(=O)Nc2ccc(O)cc21,12500.0,CHEMBL55748
N#CC(C#N)=Cc1ccco1,1250000.0,CHEMBL300341
Nc1ncnc2c1cnn2-c1ccccc1,2700.0,CHEMBL65063
CC(C)(C)OC(=O)Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,CHEMBL120703
Cc1c(C)n(C)c2ncnc(Nc3cccc(Cl)c3)c12,450000.0,CHEMBL120667
COc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.0,CHEMBL123189
N#CC(C#N)=Cc1ncc[nH]1,532000.0,CHEMBL293482
CSc1ccc(C=C(C#N)C#N)cc1,625000.0,CHEMBL57471
CC(C)(C)OC(=O)Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,270.0,CHEMBL420885
Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1,24200.0,CHEMBL334026
N#CC(C#N)=C1C(=O)Nc2ccccc21,250000.0,CHEMBL293798
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCN(c2ccccc2)CC1,4300.0,CHEMBL291986
N#CC(C#N)=Cc1ccc(S(=O)(=O)[O-])o1.[Na+],250000.0,CHEMBL56674
N#CC(C#N)=Cc1ccc(C#N)cc1,1400000.0,CHEMBL57663
Clc1cccc(Nc2nc[nH]c3nnc(Nc4cccc(Cl)c4)c2-3)c1,330.0,CHEMBL333038
Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,870.0,CHEMBL119982
Clc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Br)c4)c23)c1,130.0,CHEMBL120319
CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C,10000.0,CHEMBL281957
COc1cc2c(cc1O)NC(=O)C2=C(C#N)C#N,60000.0,CHEMBL56964
Clc1cccc(Nc2[nH]nc3ncnc(Nc4ccccc4)c23)c1,84.0,CHEMBL121260
Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,1.0,CHEMBL121954
COc1ccc(NC(=O)Nc2nc3nc(NCCCN4CCN(C)CC4)ncc3cc2-c2c(Cl)cccc2Cl)cc1,720.0,CHEMBL298679
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCCCC1,1000000.0,CHEMBL291753
N#CC(C#N)=Cc1ccc2c(c1)CCN2Cc1ccccc1,2500000.0,CHEMBL292609
Cc1c(C)n(-c2ccccc2)c2ncnc(N)c12,2710.0,CHEMBL319540
COc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,30.0,CHEMBL122411
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1.O=C(O)CCC(=O)O,10000.0,CHEMBL75232
N#CC(C#N)=Cc1cc[nH]n1,1480000.0,CHEMBL298810
N#CC(C#N)=C1CCc2c1ccc(O)c2O,7000.0,CHEMBL57300
CN1C(=O)C(=C(C#N)C#N)c2cc(O)ccc21,26000.0,CHEMBL56201
Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.0,CHEMBL122182
O=C(Nc1cccc(-c2cncc3ccccc23)c1)c1ccccc1NCc1ccncc1,10000.0,CHEMBL347537
N#CC(C#N)=C1CCc2cc(O)c(O)cc21,500.0,CHEMBL293584
Cc1cccc(Nc2[nH]cnc3nnc(Nc4cccc(Cl)c4)c2-3)c1,130.0,CHEMBL120069
Clc1cccc(Nc2[nH]cnc3nnc(-c4ccccc4)c2-3)c1,19.0,CHEMBL119977
Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,6.0,CHEMBL118130
C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1,1100.0,CHEMBL2111784
COC1=CCC(OC)C=C1COc1ccc(O)c(C(=O)O)c1,100000.0,CHEMBL131405
COc1cc(/C=C(\C#N)C(N)=O)cc(Sc2nc3ccccc3s2)c1O,350.0,CHEMBL290389
COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,8800.0,CHEMBL419409
CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,10000.0,CHEMBL120185
O=C(O)c1cc(N(Cc2ccccc2O)Cc2cc(O)ccc2O)ccc1O,4100.0,CHEMBL103552
OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,2000.0,CHEMBL121405
COc1ccc(OC)c(CNc2ccc(O)c(C(=O)O)c2)c1,100000.0,CHEMBL341459
COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,24400.0,CHEMBL131653
O=C(O)c1cc(CCc2cc(O)ccc2O)ccc1O,3300.0,CHEMBL103860
COC(=O)c1cc(CCc2cc(OC)ccc2OC)ccc1O,100000.0,CHEMBL129856
CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1,10000.0,CHEMBL118258
COC(=O)c1cc(OCC2=CC(OC)CC=C2OC)ccc1O,100000.0,CHEMBL130633
Cc1nc(O)c2c(ccc3[nH]c(Nc4c(Cl)cccc4Cl)nc32)c1C,100000.0,CHEMBL27085
CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,10000.0,CHEMBL7572
CN(C)CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,30000.0,CHEMBL7432
COc1cc2ncnc(N3CCN(C(=O)Nc4ccsc4)CC3)c2cc1OC.Cl,100000.0,CHEMBL553824
COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccc5c(c4)OCO5)CC3)c2cc1OC,100000.0,CHEMBL102301
COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccccc4)CC3)c2cc1OC,100000.0,CHEMBL319894
O=C(c1cc2ccccc2[nH]1)c1cc2cc(O)ccc2[nH]1,30000.0,CHEMBL7735
COCC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,30000.0,CHEMBL7600
COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC,3700.0,CHEMBL104466
Cc1[nH]c2ncnc(Nc3cccc(C#N)c3)c2c1C,200.0,CHEMBL75208
Cc1[nH]c2ncnc(N(C)c3cccc(Cl)c3)c2c1C,500.0,CHEMBL76444
CCOC(=O)c1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,100000.0,CHEMBL72976
Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,6.0,CHEMBL306315
c1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,310.0,CHEMBL433305
Cc1[nH]c2ncnc(NCc3ccccc3)c2c1C,1080.0,CHEMBL421686
Cc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,820.0,CHEMBL307062
O=C(O)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,25700.0,CHEMBL74645
Cc1nc(Nc2cccc(Cl)c2)c2c(C)c(C)[nH]c2n1,100000.0,CHEMBL73402
Cc1[nH]c2ncnc(Nc3cccc(O)c3)c2c1C,1250.0,CHEMBL74778
Clc1cccc(Nc2ncnc3[nH]c(-c4ccccc4)c(-c4ccccc4)c23)c1,96.0,CHEMBL307209
Cc1[nH]c2ncnc(Nc3cc(Cl)cc(Cl)c3)c2c1C,170.0,CHEMBL73406
Brc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,46.0,CHEMBL72393
Cc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1,2100.0,CHEMBL307599
FC(F)(F)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,360.0,CHEMBL440873
Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1-c1ccccc1,230.0,CHEMBL308593
Cc1[nH]c2ncnc(NC3CCCCC3)c2c1C,6920.0,CHEMBL4106341
Cc1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,110.0,CHEMBL74481
Clc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,29.0,CHEMBL75177
Cc1[nH]c2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1C,1900.0,CHEMBL306029
COc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,860.0,CHEMBL431191
COc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,1200.0,CHEMBL73301
Cc1[nH]c2ncnc(Nc3ccc(F)cc3)c2c1C,560.0,CHEMBL73710
Cc1[nH]c2ncnc(Nc3ccccc3Cl)c2c1C,75100.0,CHEMBL73625
CCc1ccccc1Nc1ncnc2[nH]c(C)c(C)c12,100000.0,CHEMBL310923
Oc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,420.0,CHEMBL72322
Cc1[nH]c2ncnc(Nc3cccc(C(=O)O)c3)c2c1C,16300.0,CHEMBL431001
Cc1[nH]c2ncnc(Nc3ccccc3)c2c1C,1900.0,CHEMBL75049
CCc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1,77500.0,CHEMBL309937
CCc1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,50000.0,CHEMBL72984
Cc1[nH]c2ncnc(Nc3cccc(Br)c3)c2c1C,25.0,CHEMBL74722
Cc1[nH]c2ncnc(Oc3cccc(Cl)c3)c2c1C,2500.0,CHEMBL76116
Cc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,570.0,CHEMBL307026
Cc1[nH]c2ncnc(Nc3ccc(Cl)cc3)c2c1C,50000.0,CHEMBL72560
Cc1[nH]c2ncnc(Nc3cccc(F)c3)c2c1C,550.0,CHEMBL308582
Cc1c(-c2ccccc2)[nH]c2ncnc(Nc3cccc(Cl)c3)c12,10.0,CHEMBL311129
OCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,1360.0,CHEMBL177688
CC(C)(Nc1nc(NO)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1,10000.0,CHEMBL177298
CC(C)(Nc1nc(O)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1,10000.0,CHEMBL175862
CCN(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1,10000.0,CHEMBL176078
CC(C)N(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1,10000.0,CHEMBL176019
COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,10000.0,CHEMBL178455
Fc1ccc(Nc2ncnc3nn4ccccc4c23)cc1Cl,200.0,CHEMBL181275
Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,32.0,CHEMBL182254
Clc1cc(Nc2ncnc3nn4ccccc4c23)ccc1OCc1ccccc1,50.0,CHEMBL181742
Nc1ncnc2nn3ccccc3c12,10000.0,CHEMBL368891
c1ccc(Cc2nc3cc(Nc4ncnc5nn6ccccc6c45)ccc3[nH]2)cc1,5010.0,CHEMBL361322
ClCCNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,10.0,CHEMBL181617
ClCCNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,26.0,CHEMBL179451
COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,5600.0,CHEMBL186802
COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(F)cc3F)c2cc1OC,490.0,CHEMBL186580
COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3Cl)c2cc1OC,11000.0,CHEMBL185327
COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3C)c2cc1OC,33000.0,CHEMBL184555
COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC,3200.0,CHEMBL186747
COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC,2800.0,CHEMBL182397
COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,2200.0,CHEMBL360209
COc1cc2ncnc(Nc3cccc(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC,33000.0,CHEMBL365830
COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,29000.0,CHEMBL187007
COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3C)c2cc1OC,33000.0,CHEMBL364576
COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC,1000.0,CHEMBL184682
COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC,33000.0,CHEMBL184052
Fc1ccc(Nc2ncnn3cccc23)cc1Cl,110.0,CHEMBL185637
Cc1ccn2ncnc(Nc3ccc(F)c(Cl)c3)c12,100.0,CHEMBL188304
Cc1cc2c(Nc3ccc(F)c(Cl)c3)ncnn2c1,150.0,CHEMBL186080
Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,3250.0,CHEMBL184311
Cc1ccc(Nc2ncnn3cccc23)cc1O,510.0,CHEMBL185853
Cc1ccc(Nc2ncnn3ccc(C)c23)cc1O,340.0,CHEMBL188522
Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,650.0,CHEMBL184750
Cc1ccc(Nc2ncnn3c(C)ccc23)cc1O,29400.0,CHEMBL187431
Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,200.0,CHEMBL186001
Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN[C@@H](C)C3)nc2n2cncc12,1000.0,CHEMBL189338
OCCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,7400.0,CHEMBL188386
CN(C)CCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,10000.0,CHEMBL190984
Clc1cccc(Nc2cncc(-c3cncc(NCCCc4cccnc4)c3)n2)c1,10000.0,CHEMBL188502
Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N,8400.0,CHEMBL363130
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,10000.0,CHEMBL261720
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,100000.0,CHEMBL191003
Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,45800.0,CHEMBL363607
N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,10000.0,CHEMBL1788116
OCCCNc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1,10000.0,CHEMBL191336
COCC(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,252.0,CHEMBL190651
COCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,174.0,CHEMBL192737
COCC(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,150.0,CHEMBL190567
O=C(CCl)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,0.07,CHEMBL275762
O=C(CCl)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,32.0,CHEMBL193159
O=C(CCl)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,0.12,CHEMBL193160
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,0.11,CHEMBL190094
CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,0.94,CHEMBL189779
C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1N1CCN(C)CC1,6000.0,CHEMBL372246
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1N1CCN(C)CC1,13000.0,CHEMBL365805
COc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1OC,0.208,CHEMBL437879
C=CC(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,0.037,CHEMBL363815
CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCCCS(C)(=O)=O)c(C(C)C)c23)c(F)cc1F,4200.0,CHEMBL195218
CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F,5500.0,CHEMBL370266
CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C)o4)c(C(C)C)c23)c(F)cc1F,10000.0,CHEMBL365318
CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C(F)F)o4)c(C(C)C)c23)c(F)cc1F,10000.0,CHEMBL194498
CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C(F)(F)S(C)(=O)=O)o4)c(C(C)C)c23)c(F)cc1F,25000.0,CHEMBL195903
CN(C)S(=O)(=O)c1ccc(Nc2ccc(C(=O)c3c(F)cccc3F)c(N)n2)cc1,100000.0,CHEMBL193456
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ccc1C(=O)c1c(F)cccc1F,100000.0,CHEMBL193643
CCCCOc1cc(Nc2ccc(S(N)(=O)=O)cc2)nc(N)c1C(=O)c1c(F)cccc1F,100000.0,CHEMBL2113092
CCOC(=O)c1cn2ncnc(Nc3ccc(F)c(Cl)c3)c2c1CC,90.0,CHEMBL196018
CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC,60.0,CHEMBL370934
CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,50.0,CHEMBL372112
CCOC(=O)c1cn2ncnc(NCc3ccccc3)c2c1CC,200.0,CHEMBL371863
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,120.0,CHEMBL196925
CCOC(=O)c1cn2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1CC,610.0,CHEMBL194349
CCOC(=O)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1,120.0,CHEMBL425738
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C,200.0,CHEMBL196738
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,200.0,CHEMBL365606
CCCc1c(C(=O)OCC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,950.0,CHEMBL438805
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1Cc1ccccc1,25000.0,CHEMBL197568
CCc1c(C(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,20.0,CHEMBL196438
CCc1c(C(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,120.0,CHEMBL194958
CCc1c(C(=O)NC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,70.0,CHEMBL197689
CCc1c(C(=O)N(C)C)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,200.0,CHEMBL372293
CCc1c(NC(=O)OCc2ccccc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,210.0,CHEMBL372523
CCc1c(CO)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,490.0,CHEMBL373025
CCNCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,7400.0,CHEMBL369967
CCOCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,950.0,CHEMBL196548
CCc1c(CC(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,1100.0,CHEMBL194160
CCc1c(CC(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,1600.0,CHEMBL372692
CCc1c(C(=O)NCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,40.0,CHEMBL193681
CCc1c(C(=O)OCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,170.0,CHEMBL193368
CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,40.0,CHEMBL412367
COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,59.0,CHEMBL371888
COc1cc(ON2CCC(C)CC2)c2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2c1,5.0,CHEMBL444619
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,5.0,CHEMBL197640
COc1ccc(Nc2ncnc3cccc(OC4CCN(C)CC4)c23)cc1Cl,1800.0,CHEMBL197525
Clc1cc(Nc2ncnc3cccc(OC4CCOCC4)c23)ccc1OCc1ccccn1,2400.0,CHEMBL193578
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,140.0,CHEMBL193544
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23)CC1,690.0,CHEMBL436511
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cscn5)c(Cl)c4)c23)CC1,698.0,CHEMBL195204
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c23)CC1,2100.0,CHEMBL194337
COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,440.0,CHEMBL194389
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1600.0,CHEMBL401930
Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc(NC2CCCC2)c1C#N,50000.0,CHEMBL383172
COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,2700.0,CHEMBL195029
Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,50000.0,CHEMBL196363
Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1,50000.0,CHEMBL381207
COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,100000.0,CHEMBL120077
COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ncc12,5200.0,CHEMBL370808
COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)ccc1O,50000.0,CHEMBL202930
COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2ncc[nH]2)ccc1O,50000.0,CHEMBL199299
COC(=O)c1c(OC)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,12600.0,CHEMBL201840
COC(=O)c1c(OCCN2CCCCC2)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,2800.0,CHEMBL200976
COC(=O)c1c(OCCN2CCCC2)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,9000.0,CHEMBL202244
COC(=O)c1c(OCCCN(C)C)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,13600.0,CHEMBL383030
CCN(CC)CCOc1c(C(=O)OC)c2c3c(oc2c2ccccc12)C(=O)c1ccccc1C3=O,5100.0,CHEMBL202162
COC(=O)c1c(OCCN(C)C)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,31000.0,CHEMBL201865
CCCOc1c(C(=O)OC)c2c3c(oc2c2ccccc12)C(=O)c1ccccc1C3=O,50000.0,CHEMBL202216
COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,800.0,CHEMBL201307
CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Br)c4)ncnc3cn2)CC1,1.1,CHEMBL437890
CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,0.5,CHEMBL203599
O=C(C#CCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,0.9,CHEMBL205059
O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,1.5,CHEMBL204638
O=C(C#CCCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,1.3,CHEMBL203661
O=C(C#CCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,3.1,CHEMBL202556
CCCCN(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)CCCC,17.0,CHEMBL202421
CC(C)N(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)C(C)C,44.0,CHEMBL383499
CCN(CC)CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,15.0,CHEMBL202425
CCCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,15.0,CHEMBL202424
CCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,1.7,CHEMBL203645
CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,0.3,CHEMBL203644
C#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.6,CHEMBL378144
O=C(C#CCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,1.7,CHEMBL204085
CCN(CC)CCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,1.8,CHEMBL382073
O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,86.0,CHEMBL202621
CCCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)CCCC,40.0,CHEMBL202398
CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)C(C)C,4.2,CHEMBL380669
CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,3.1,CHEMBL373207
O=C(C#CCO)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,1.4,CHEMBL202411
C#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.6,CHEMBL202360
Brc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,10000.0,CHEMBL382862
COc1cc(OC2CCN(C)CC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,21.0,CHEMBL203295
